lnr,forening,name,kommune,year,tonnes,method,lime,nve_nr,utm33_north,utm33_east,lat,lon
2710,Ogge Fiskelag,Ogge,Birkenes,2007,358.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2711,Ogge Fiskelag,Ogge,Birkenes,2008,320.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2712,Ogge Fiskelag,Ogge,Birkenes,2009,300.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2713,Ogge Fiskelag,Ogge,Birkenes,2010,320.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2714,Ogge Fiskelag,Ogge,Birkenes,2011,325.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2715,Ogge Fiskelag,Ogge,Birkenes,2012,340.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2716,Ogge Fiskelag,Ogge,Birkenes,2013,325.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2717,Ogge Fiskelag,Ogge,Birkenes,2014,325.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2718,Ogge Fiskelag,Ogge,Birkenes,2015,300.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2719,Ogge Fiskelag,Ogge,Birkenes,2016,300.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2720,Ogge Fiskelag,Ogge,Birkenes,2017,302.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2721,Ogge Fiskelag,Ogge,Birkenes,2018,250.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2722,Ogge Fiskelag,Ogge,Birkenes,2019,288.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2723,Ogge Fiskelag,Ogge,Birkenes,2020,288.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2724,Ogge Fiskelag,Ogge,Birkenes,2021,280.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2725,Ogge Fiskelag,Ogge,Birkenes,2022,280.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2731,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2001,8.3,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2732,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2002,8.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2733,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2003,9.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2734,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2004,10.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2735,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2005,8.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2736,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2006,6.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2737,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2007,5.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2738,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2008,5.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2739,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,2010,5.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2860,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2001,24.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2861,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2002,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2862,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2003,15.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2863,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2004,13.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2864,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2006,17.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2865,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2009,15.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2729,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,1999,10.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2866,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2011,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2867,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2013,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2868,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2016,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2869,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2018,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2870,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2019,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2871,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2020,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2872,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2021,20.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2895,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2022,15.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2902,Hinnebu Sportsfiskere,Rosævatnet,Froland,2001,25.8,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2903,Hinnebu Sportsfiskere,Rosævatnet,Froland,2003,20.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2904,Hinnebu Sportsfiskere,Rosævatnet,Froland,2005,20.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2905,Hinnebu Sportsfiskere,Rosævatnet,Froland,2009,20.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2906,Hinnebu Sportsfiskere,Rosævatnet,Froland,2015,15.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2907,Hinnebu Sportsfiskere,Rosævatnet,Froland,2017,15.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2908,Hinnebu Sportsfiskere,Rosævatnet,Froland,2018,12.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2909,Hinnebu Sportsfiskere,Rosævatnet,Froland,2019,13.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2910,Hinnebu Sportsfiskere,Rosævatnet,Froland,2020,13.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2911,Hinnebu Sportsfiskere,Rosævatnet,Froland,2021,10.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2912,Hinnebu Sportsfiskere,Rosævatnet,Froland,2022,10.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
3333,Steindalsbekken FL,Steinsvann,Lillesand,2000,10.1,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
2117,Stigselv Fiskelag,Langvann,Birkenes,2000,10.7,Båt,Kalksteinmel,10908,6492444,110092,58.3983,8.32254
2901,Hinnebu Sportsfiskere,Rosævatnet,Froland,1999,11.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2116,Stigselv Fiskelag,Langvann,Birkenes,1999,11.0,Båt,Kalksteinmel,10908,6492444,110092,58.3983,8.32254
3330,Steindalsbekken FL,Steinsvann,Lillesand,1997,12.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3331,Steindalsbekken FL,Steinsvann,Lillesand,1998,12.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3332,Steindalsbekken FL,Steinsvann,Lillesand,1999,12.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3092,Mykland Fiskelag,Saurdalsvatnet,Froland,2001,28.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
3093,Mykland Fiskelag,Saurdalsvatnet,Froland,2002,13.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
3094,Mykland Fiskelag,Saurdalsvatnet,Froland,2005,21.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
3095,Mykland Fiskelag,Saurdalsvatnet,Froland,2009,30.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
130,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,2000,12.4,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
2110,Stigselv Fiskelag,Langvann,Birkenes,1993,12.5,Båt,Kalksteinmel,10908,6492444,110092,58.3983,8.32254
797,Mykland Fiskelag,Flekevatnet,Froland,2000,12.9,Båt,Kalksteinmel,10164,6513807,111121,58.5898,8.30367
3537,Stråndevatn Fiskelag,Stråndevatn,Bygland,1995,13.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
4275,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,1996,13.0,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
4276,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,1997,13.0,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
2855,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1996,13.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
1514,Uråna Fiskelag,Hunsdalsvatn,Grimstad,1999,13.0,Båt,Kalksteinmel,10711,6499191,119343,58.4667,8.46857
2109,Stigselv Fiskelag,Langvann,Birkenes,1992,13.0,Båt,Kalksteinmel,10908,6492444,110092,58.3983,8.32254
795,Mykland Fiskelag,Flekevatnet,Froland,1996,13.7,Båt,Kalksteinmel,10164,6513807,111121,58.5898,8.30367
2112,Stigselv Fiskelag,Langvann,Birkenes,1995,14.0,Båt,Kalksteinmel,10908,6492444,110092,58.3983,8.32254
2111,Stigselv Fiskelag,Langvann,Birkenes,1994,14.5,Båt,Kalksteinmel,10908,6492444,110092,58.3983,8.32254
2385,Øvre Nidelv Fiskelag,Mjonevatn,Åmli,2000,14.6,Båt,Kalksteinmel,9407,6526303,129418,58.7173,8.59594
1986,Kyllandsvann Grunneierfor.,Kyllandsvann,Birkenes,2000,14.6,Båt,Kalksteinmel,10610,6503014,107824,58.4906,8.26592
872,Uråna Fiskelag,Gangvatn,Arendal,1996,14.9,Båt,Kalksteinmel,10636,6501036,122118,58.4855,8.51279
2417,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1997,15.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
1703,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1998,15.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
3766,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,1997,15.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3767,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,1999,15.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
2857,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1998,15.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2858,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1999,15.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
796,Mykland Fiskelag,Flekevatnet,Froland,1998,15.0,Båt,Kalksteinmel,10164,6513807,111121,58.5898,8.30367
210,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1997,15.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
211,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1998,15.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
127,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1996,15.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
128,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1997,15.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
1985,Kyllandsvann Grunneierfor.,Kyllandsvann,Birkenes,1998,15.0,Båt,Kalksteinmel,10610,6503014,107824,58.4906,8.26592
1513,Uråna Fiskelag,Hunsdalsvatn,Grimstad,1997,15.0,Båt,Kalksteinmel,10711,6499191,119343,58.4667,8.46857
4109,Stigselv Fiskelag,Vestervann,Birkenes,1992,15.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
3334,Steindalsbekken FL,Steinsvann,Lillesand,2001,18.6,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3315,Stigselv Fiskelag,Steinsvann,Birkenes,2001,50.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3335,Steindalsbekken FL,Steinsvann,Lillesand,2002,16.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3316,Stigselv Fiskelag,Steinsvann,Birkenes,2002,20.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3336,Steindalsbekken FL,Steinsvann,Lillesand,2003,15.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3337,Steindalsbekken FL,Steinsvann,Lillesand,2004,15.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3317,Stigselv Fiskelag,Steinsvann,Birkenes,2004,18.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3338,Steindalsbekken FL,Steinsvann,Lillesand,2005,10.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3318,Stigselv Fiskelag,Steinsvann,Birkenes,2005,15.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3339,Steindalsbekken FL,Steinsvann,Lillesand,2010,10.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3319,Stigselv Fiskelag,Steinsvann,Birkenes,2010,11.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3340,Steindalsbekken FL,Steinsvann,Lillesand,2014,10.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3320,Stigselv Fiskelag,Steinsvann,Birkenes,2015,8.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3341,Steindalsbekken FL,Steinsvann,Lillesand,2015,8.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3342,Steindalsbekken FL,Steinsvann,Lillesand,2016,8.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3321,Stigselv Fiskelag,Steinsvann,Birkenes,2016,10.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3343,Steindalsbekken FL,Steinsvann,Lillesand,2017,6.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3344,Steindalsbekken FL,Steinsvann,Lillesand,2018,6.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3322,Stigselv Fiskelag,Steinsvann,Birkenes,2018,10.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3345,Steindalsbekken FL,Steinsvann,Lillesand,2019,6.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3323,Stigselv Fiskelag,Steinsvann,Birkenes,2019,10.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3346,Steindalsbekken FL,Steinsvann,Lillesand,2020,7.0,Helikopter,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3324,Stigselv Fiskelag,Steinsvann,Birkenes,2020,10.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3325,Stigselv Fiskelag,Steinsvann,Birkenes,2021,10.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3299,Steindalsbekken FL,Steinsvann,Lillesand,2022,7.0,Helikopter,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3300,Stigselv Fiskelag,Steinsvann,Birkenes,2022,15.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3943,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,2000,15.7,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
2418,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1999,16.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
1704,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1999,16.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
212,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1999,16.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
4111,Stigselv Fiskelag,Vestervann,Birkenes,1996,16.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
3536,Stråndevatn Fiskelag,Stråndevatn,Bygland,1993,17.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
2384,Øvre Nidelv Fiskelag,Mjonevatn,Åmli,1998,17.0,Båt,Kalksteinmel,9407,6526303,129418,58.7173,8.59594
2856,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1997,17.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
3543,Stråndevatn Fiskelag,Stråndevatn,Bygland,2001,9.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3544,Stråndevatn Fiskelag,Stråndevatn,Bygland,2003,15.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3545,Stråndevatn Fiskelag,Stråndevatn,Bygland,2005,10.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3546,Stråndevatn Fiskelag,Stråndevatn,Bygland,2008,10.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3547,Stråndevatn Fiskelag,Stråndevatn,Bygland,2011,10.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3548,Stråndevatn Fiskelag,Stråndevatn,Bygland,2015,8.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
2859,Skjerka Fellesfløting,Rossålvann,Vegårdshei,2000,17.4,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
794,Mykland Fiskelag,Flekevatnet,Froland,1994,17.5,Båt,Kalksteinmel,10164,6513807,111121,58.5898,8.30367
3549,Stråndevatn Fiskelag,Stråndevatn,Bygland,2016,8.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3550,Stråndevatn Fiskelag,Stråndevatn,Bygland,2017,15.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3551,Stråndevatn Fiskelag,Stråndevatn,Bygland,2019,10.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3552,Stråndevatn Fiskelag,Stråndevatn,Bygland,2020,10.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3553,Stråndevatn Fiskelag,Stråndevatn,Bygland,2021,10.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3554,Stråndevatn Fiskelag,Stråndevatn,Bygland,2022,12.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3326,Steindalsbekken FL,Steinsvann,Lillesand,1993,18.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3329,Steindalsbekken FL,Steinsvann,Lillesand,1996,18.6,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
3764,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,1993,19.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3535,Stråndevatn Fiskelag,Stråndevatn,Bygland,1992,20.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
209,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1996,20.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
1984,Kyllandsvann Grunneierfor.,Kyllandsvann,Birkenes,1996,20.0,Båt,Kalksteinmel,10610,6503014,107824,58.4906,8.26592
1811,Håland-Kiland-Bjørkos Grl,Kollandsvann,Grimstad,1998,20.0,Båt,Kalksteinmel,10722,6498888,117517,58.4624,8.43798
3768,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2001,19.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3769,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2003,15.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3770,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2008,15.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3771,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2011,15.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3772,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2015,12.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3773,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2017,8.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3774,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2019,10.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3775,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2020,10.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3776,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2021,10.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
3777,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,2022,10.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
2383,Øvre Nidelv Fiskelag,Mjonevatn,Åmli,1996,20.8,Båt,Kalksteinmel,9407,6526303,129418,58.7173,8.59594
2108,Stigselv Fiskelag,Langvann,Birkenes,1991,21.0,Båt,Kalksteinmel,10908,6492444,110092,58.3983,8.32254
4108,Stigselv Fiskelag,Vestervann,Birkenes,1990,21.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
3328,Steindalsbekken FL,Steinsvann,Lillesand,1995,21.0,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
2726,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,1997,21.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
2727,Oksetjønn og Skarketjønn FL,Okstjørn,Valle,1997,21.0,Helikopter,Kalksteinmel,15041,6573409,81655,59.0935,7.68919
1630,Hinnebu Sportsfiskere,Håvatnet,Froland,1996,21.8,Båt,Kalksteinmel,10313,6509175,122571,58.5586,8.50704
1810,Håland-Kiland-Bjørkos Grl,Kollandsvann,Grimstad,1996,21.8,Båt,Kalksteinmel,10722,6498888,117517,58.4624,8.43798
3327,Steindalsbekken FL,Steinsvann,Lillesand,1994,21.8,Båt,Kalksteinmel,11304,6475478,102081,58.2398,8.2156
2696,Ogge Fiskelag,Ogge,Birkenes,1989,22.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
4110,Stigselv Fiskelag,Vestervann,Birkenes,1994,22.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
2382,Øvre Nidelv Fiskelag,Mjonevatn,Åmli,1994,22.5,Båt,Kalksteinmel,9407,6526303,129418,58.7173,8.59594
3532,Stråndevatn Fiskelag,Stråndevatn,Bygland,1988,23.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
2898,Hinnebu Sportsfiskere,Rosævatnet,Froland,1992,23.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2699,Ogge Fiskelag,Ogge,Birkenes,1993,23.5,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2698,Ogge Fiskelag,Ogge,Birkenes,1992,24.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
124,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1993,24.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
3921,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2001,82.8,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3922,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2002,70.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3923,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2003,60.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3924,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2004,57.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3925,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2005,52.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3926,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2008,50.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
1632,Hinnebu Sportsfiskere,Håvatnet,Froland,2000,24.2,Båt,Kalksteinmel,10313,6509175,122571,58.5586,8.50704
2899,Hinnebu Sportsfiskere,Rosævatnet,Froland,1995,24.5,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2697,Ogge Fiskelag,Ogge,Birkenes,1991,25.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2700,Ogge Fiskelag,Ogge,Birkenes,1994,25.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2701,Ogge Fiskelag,Ogge,Birkenes,1995,25.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
847,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1999,25.0,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
3927,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2011,50.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3928,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2014,50.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3533,Stråndevatn Fiskelag,Stråndevatn,Bygland,1990,25.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3929,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2015,40.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3942,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1999,25.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
3930,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2016,40.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3931,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2018,40.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3932,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2019,38.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3091,Mykland Fiskelag,Saurdalsvatnet,Froland,1999,25.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
1631,Hinnebu Sportsfiskere,Håvatnet,Froland,1998,25.0,Båt,Kalksteinmel,10313,6509175,122571,58.5586,8.50704
126,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1995,25.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
3933,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2020,38.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3934,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2021,35.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
